 layer     x     y   occupancy           %    capacity
     0     3   104           0       0.000         156
     0     3   105           0       0.000         156
     0     3   106           0       0.000         156
     0     3   107           0       0.000         156
     0     3   108           0       0.000         156
     0     3   109           0       0.000         156
     0     3   110           0       0.000         156
     0     3   111           0       0.000         156
     0     3   112           0       0.000         156
     0     3   113           0       0.000         156
     0     3   114           0       0.000         156
     0     3   115           0       0.000           0
     0     4     0           0       0.000           0
     0     4     1           0       0.000         156
     0     4     2           0       0.000         156
     0     4     3           0       0.000         156
     0     4     4           0       0.000         156
     0     4     5           0       0.000         156
     0     4     6           0       0.000         156
     0     4     7           0       0.000         156
     0     4     8           0       0.000         156
     0     4     9           0       0.000         156
     0     4    10           0       0.000         156
     0     4    11           0       0.000         156
     0     4    12           0       0.000         156
     0     4    13           0       0.000         156
     0     4    14           0       0.000         156
     0     4    15           0       0.000         156
     0     4    16           0       0.000         156
     0     4    17           0       0.000         156
     0     4    18           0       0.000         156
     0     4    19           0       0.000         156
     0     4    20           0       0.000         156
     0     4    21           0       0.000         156
     0     4    22           0       0.000         156
     0     4    23           0       0.000         156
     0     4    24           0       0.000         156
     0     4    25           0       0.000         156
     0     4    26           0       0.000         156
     0     4    27           0       0.000         156
     0     4    28           0       0.000         156
     0     4    29           0       0.000         156
     0     4    30           0       0.000         156
     0     4    31           0       0.000         156
     0     4    32           0       0.000         156
     0     4    33           2       1.282         156
     0     4    34           4       2.564         156
     0     4    35           6       3.846         156
     0     4    36           7       4.487         156
     0     4    37          14       8.974         156
     0     4    38          15       9.615         156
     0     4    39          16      10.256         156
     0     4    40          19      12.179         156
     0     4    41          19      12.179         156
     0     4    42          18      11.538         156
     0     4    43          19      12.179         156
     0     4    44          19      12.179         156
     0     4    45          28      17.949         156
     0     4    46          33      21.154         156
     0     4    47          40      25.641         156
     0     4    48          53      33.974         156
     0     4    49          55      35.256         156
     0     4    50          58      37.179         156
     0     4    51          73      46.795         156
     0     4    52          79      50.641         156
     0     4    53          75      48.077         156
     0     4    54          84      53.846         156
     0     4    55          71      45.513         156
     0     4    56          61      39.103         156
     0     4    57          57      36.538         156
     0     4    58          49      31.410         156
     0     4    59          40      25.641         156
     0     4    60          31      19.872         156
     0     4    61          34      21.795         156
     0     4    62          34      21.795         156
     0     4    63          38      24.359         156
     0     4    64          44      28.205         156
     0     4    65          38      24.359         156
     0     4    66          30      19.231         156
     0     4    67          24      15.385         156
     0     4    68          22      14.103         156
     0     4    69          18      11.538         156
     0     4    70          18      11.538         156
     0     4    71          18      11.538         156
     0     4    72          12       7.692         156
     0     4    73          10       6.410         156
     0     4    74           9       5.769         156
     0     4    75           8       5.128         156
     0     4    76           7       4.487         156
     0     4    77           8       5.128         156
     0     4    78           7       4.487         156
     0     4    79           7       4.487         156
     0     4    80           7       4.487         156
     0     4    81           5       3.205         156
     0     4    82           5       3.205         156
     0     4    83           5       3.205         156
     0     4    84           4       2.564         156
     0     4    85           3       1.923         156
     0     4    86           2       1.282         156
     0     4    87           1       0.641         156
     0     4    88           1       0.641         156
     0     4    89           0       0.000         156
     0     4    90           0       0.000         156
     0     4    91           0       0.000         156
     0     4    92           0       0.000         156
     0     4    93           0       0.000         156
     0     4    94           0       0.000         156
     0     4    95           0       0.000         156
     0     4    96           0       0.000         156
     0     4    97           0       0.000         156
     0     4    98           0       0.000         156
     0     4    99           0       0.000         156
     0     4   100           0       0.000         156
     0     4   101           0       0.000         156
     0     4   102           0       0.000         156
     0     4   103           0       0.000         156
     0     4   104           0       0.000         156
     0     4   105           0       0.000         156
     0     4   106           0       0.000         156
     0     4   107           0       0.000         156
     0     4   108           0       0.000         156
     0     4   109           0       0.000         156
     0     4   110           0       0.000         156
     0     4   111           0       0.000         156
     0     4   112           0       0.000         156
     0     4   113           0       0.000         156
     0     4   114           0       0.000         156
     0     4   115           0       0.000           0
     0     5     0           0       0.000           0
     0     5     1           0       0.000         156
     0     5     2           0       0.000         156
     0     5     3           0       0.000         156
     0     5     4           0       0.000         156
     0     5     5           0       0.000         156
     0     5     6           0       0.000         156
     0     5     7           0       0.000         156
     0     5     8           0       0.000         156
     0     5     9           0       0.000         156
     0     5    10           0       0.000         156
     0     5    11           0       0.000         156
     0     5    12           0       0.000         156
     0     5    13           0       0.000         156
     0     5    14           0       0.000         156
     0     5    15           0       0.000         156
     0     5    16           0       0.000         156
     0     5    17           0       0.000         156
     0     5    18           0       0.000         156
     0     5    19           0       0.000         156
     0     5    20           0       0.000         156
     0     5    21           1       0.641         156
     0     5    22           1       0.641         156
     0     5    23           2       1.282         156
     0     5    24           2       1.282         156
     0     5    25           2       1.282         156
     0     5    26           2       1.282         156
     0     5    27           2       1.282         156
     0     5    28           3       1.923         156
     0     5    29           6       3.846         156
     0     5    30          11       7.051         156
     0     5    31          17      10.897         156
     0     5    32          33      21.154         156
     0     5    33          45      28.846         156
     0     5    34          56      35.897         156
     0     5    35          63      40.385         156
     0     5    36          64      41.026         156
     0     5    37          65      41.667         156
     0     5    38          66      42.308         156
     0     5    39          65      41.667         156
     0     5    40          64      41.026         156
     0     5    41          62      39.744         156
     0     5    42          65      41.667         156
